OBJECTID,ID,VARIATION_NUMBER_CREATED_BY,VARIATION_YEAR,GAZETTAL_NUMBER,GAZETTAL_DATE,DESCRIPTION,LAND_USE_ZONE_CODE_ID,LAND_USE_POLICY_DESC,CURRENT_LIFECYCLE_STAGE,DEGAZETTAL_NUMBER,DIVISION_SHORT,DIVISION_CODE,DIVISION_NAME,DISTRICT_SHORT,DISTRICT_CODE,DISTRICT_NAME,Shape__Area,Shape__Length
4538,7026,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,NUZ4,RIVER CORRIDOR,GAZETTED,,,,,STRO,10,STROMLO,2716867.92358398,17657.5572397807
4539,7431,281,08,CN2008-16,2008/12/12 00:00:00+00,,RZ5,HIGH DENSITY RESIDENTIAL,GAZETTED,,WRIG,910,WRIGHT,MOLO,21,MOLONGLO VALLEY,11543.3764648438,1069.64499946903
4540,7434,281,08,CN2008-16,2008/12/12 00:00:00+00,,RZ5,HIGH DENSITY RESIDENTIAL,GAZETTED,,WRIG,910,WRIGHT,MOLO,21,MOLONGLO VALLEY,411.8291015625,146.835776358739
4541,7435,281,08,CN2008-16,2008/12/12 00:00:00+00,,RZ5,HIGH DENSITY RESIDENTIAL,GAZETTED,,WRIG,910,WRIGHT,MOLO,21,MOLONGLO VALLEY,9685.50561523438,968.327095948076
4542,7436,TA2012-21,12,NI2012-352,2012/07/10 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,13656.2294921875,502.949158342254
4543,7437,TA2012-21,12,NI2012-352,2012/07/10 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,14378.69140625,1908.41324766033
4544,7591,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,MACG,569,MACGREGOR,BELC,5,BELCONNEN,7461.82495117188,437.207406118501
4545,7596,TA2012-39,12,NI2012-612,2012/12/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,851.432373046875,154.202644886164
4546,7597,TA2012-39,12,NI2012-612,2012/12/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,759.80029296875,152.072287843315
4547,7599,TA2012-39,12,NI2012-611,2012/12/04 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,31819.5864257813,939.992773812308
4548,7600,TA2012-39,12,NI2012-611,2012/12/04 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,1417.67529296875,160.462158225257
4549,7601,TA2012-39,12,NI2012-611,2012/12/04 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,1549.46362304688,171.425192357627
4550,7353,281,08,CN2008-16,2008/12/12 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,WRIG,910,WRIGHT,MOLO,21,MOLONGLO VALLEY,990.202392578125,280.774753055875
4551,7455,TA2012-29,12,NI2012-374,2012/07/19 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,377.983642578125,112.449722423531
4552,7456,TA2012-29,12,NI2012-374,2012/07/19 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,231.23046875,75.0679475350409
4553,7457,TA2012-29,12,NI2012-374,2012/07/19 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,44890.1691894531,1861.45976134763
4554,7458,TA2012-29,12,NI2012-374,2012/07/19 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,18158.1557617188,648.460497121611
4555,7465,TA2012-29,12,NI2012-374,2012/07/19 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,1303.294921875,257.118753325379
4560,7046,281,08,CN2008-16,2008/12/12 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,94092.2568359375,1801.66146844988
4561,7047,281,08,CN2008-16,2008/12/12 00:00:00+00,,CZ4,LOCAL CENTRE,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,20086.1613769531,502.515523061804
4562,7048,281,08,CN2008-16,2008/12/12 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,60009.1337890625,1149.57968940637
4563,7438,TA2012-21,12,NI2012-352,2012/07/10 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,9935.80419921875,1381.60412902436
4564,7439,TA2012-21,12,NI2012-352,2012/07/10 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,18126.9565429688,555.44875029033
4565,7613,TA2012-35,12,NI2012-611,2012/12/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,244.01806640625,130.342792149942
4566,7050,281,08,CN2008-16,2008/12/12 00:00:00+00,,TSZ2,SERVICES,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,28946.5222167969,685.958785052225
4567,7051,281,08,CN2008-16,2008/12/12 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,91594.41015625,2462.05194286259
4568,7052,281,08,CN2008-16,2008/12/12 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,7249.4501953125,301.881836682409
4569,7054,281,08,CN2008-16,2008/12/12 00:00:00+00,,CZ4,LOCAL CENTRE,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,19883.1030273438,501.335048956031
4570,7055,281,08,CN2008-16,2008/12/12 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,4514617.94580078,12464.4082784619
4571,7056,281,08,CN2008-16,2008/12/12 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,BELC,5,BELCONNEN,6383505.59716797,16227.8329185342
4572,7059,281,08,CN2008-16,2008/12/12 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,123900.126953125,1528.18716438925
4573,7476,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,66146.2397460938,990.56060115113
4574,7614,TA2012-35,12,NI2012-611,2012/12/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,1415.66333007813,162.31612669338
4575,7615,TA2012-35,12,NI2012-611,2012/12/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,2263.7763671875,787.656590149595
4576,7616,TA2012-35,12,NI2012-611,2012/12/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,8647.46997070313,915.184907245411
4577,7617,TA2012-35,12,NI2012-611,2012/12/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,7367.39599609375,911.795806875034
4581,7502,TA2012-24,12,NI2012-411,2012/08/09 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,85966.85546875,1533.60408106632
4582,7588,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,MACG,569,MACGREGOR,BELC,5,BELCONNEN,2786.23022460938,271.853381095438
4583,7070,281,08,CN2008-16,2008/12/12 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,,,,STRO,10,STROMLO,1453565.86767578,6032.41194267672
4584,7071,281,08,CN2008-16,2008/12/12 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,,,,MOLO,21,MOLONGLO VALLEY,274094.365722656,8625.47108925351
4585,7072,281,08,CN2008-16,2008/12/12 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,,,,BELC,5,BELCONNEN,298031.194580078,8830.505486797
4586,7077,TA2011-33,11,NI2011-651,2011/10/27 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,17917.4938964844,560.270040133939
4587,7078,TA2011-33,11,NI2011-651,2011/10/27 00:00:00+00,,RZ4,MEDIUM DENSITY RESIDENTIAL,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,4951.09301757813,290.751195034767
4588,7079,TA2011-33,11,NI2011-651,2011/10/27 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,917.794921875,131.629278098912
4589,7080,TA2011-33,11,NI2011-651,2011/10/27 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,2885.22802734375,439.104540408753
4590,7081,TA2011-33,11,NI2011-651,2011/10/27 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,2516.00854492188,386.202619979511
4591,7475,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,86180.6340332031,2824.10069808313
4592,7477,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,8960.060546875,648.23684409669
4593,7478,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,1690.78442382813,174.737709154267
4594,7479,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,131023.811279297,5055.42323637554
4595,7622,TA2011-34,11,NI2011-786,2011/12/15 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,21538.6306152344,1734.36505272873
4596,7631,312,12,CN2012-16,2012/12/06 00:00:00+00,,IZ2,INDUSTRIAL MIXED USE,GAZETTED,,HUME,802,HUME,TUGG,6,TUGGERANONG,22274.3032226563,887.699825516958
4597,7632,TA2009-37,09,NI2009-570,2009/11/13 00:00:00+00,,IZ1,GENERAL INDUSTRY,GAZETTED,,HUME,802,HUME,TUGG,6,TUGGERANONG,826811.034179688,5393.16520906463
4598,7636,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,72542.4936523438,2553.52860464538
4599,7637,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,2080.66650390625,193.642402779693
4600,7593,TA2012-38,12,NI2012-588,2012/11/19 00:00:00+00,,CZ2,BUSINESS ZONE,GAZETTED,,BELC,559,BELCONNEN,BELC,5,BELCONNEN,7417.95092773438,407.133462245019
4601,7594,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,CZ2,BUSINESS ZONE,GAZETTED,,BELC,559,BELCONNEN,BELC,5,BELCONNEN,8408.99169921875,742.114409238249
4602,7595,TP2008,08,NI20008-27,2008/03/31 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,BELC,559,BELCONNEN,BELC,5,BELCONNEN,8999.17114257813,568.193662788391
4603,7602,TA2012-39,12,NI2012-611,2012/12/04 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,4170.431640625,453.606504339334
4604,7066,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,DUFF,446,DUFFY,WEST,4,WESTON CREEK,249812.432128906,20883.5021110371
4605,7480,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,16379.1120605469,562.325921917419
4606,7481,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,35134.3483886719,1000.17858029005
4607,7483,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,17464.0791015625,1408.36595852922
4608,7484,TA2012-27,12,NI2012-394,2012/07/31 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,495534.944824219,5257.22964877607
4610,7640,TA2012-37,13,NI2013-53,2013/02/05 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,KING,217,KINGSTON,CANB,1,CANBERRA CENTRAL,11821.4865722656,826.023947153542
4611,7641,TA2012-37,13,NI2013-53,2013/02/05 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,KING,217,KINGSTON,CANB,1,CANBERRA CENTRAL,49030.6193847656,1354.39645288063
4612,7642,TA2012-37,13,NI2013-53,2013/02/05 00:00:00+00,,CZ5,MIXED USE,GAZETTED,,KING,217,KINGSTON,CANB,1,CANBERRA CENTRAL,55115.2392578125,1081.55195330009
4613,7643,TA2012-37,13,NI2013-53,2013/02/05 00:00:00+00,,CZ5,MIXED USE,GAZETTED,,KING,217,KINGSTON,CANB,1,CANBERRA CENTRAL,11499.138671875,609.565208120044
4614,7650,TA2013-05,13,NI2013-109,2013/03/05 00:00:00+00,,RZ4,MEDIUM DENSITY RESIDENTIAL,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,37050.49609375,753.173439332745
4615,7651,TA2013-05,13,NI2013-109,2013/03/05 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,172.783935546875,94.4234453594229
4616,7612,TA2012-39,12,NI2012-612,2012/12/04 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,37.902587890625,36.9730219163452
4617,7086,TA2011-37,11,NI2011-668,2011/11/04 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,29744.541015625,815.407381692539
4618,7088,TA2011-37,11,NI2011-668,2011/11/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,6167.33959960938,417.139845120849
4619,7090,302,11,CN2011-11,2011/11/03 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,BELC,559,BELCONNEN,BELC,5,BELCONNEN,33991.0363769531,909.453257673333
4620,7091,302,11,CN2011-11,2011/11/03 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,BELC,559,BELCONNEN,BELC,5,BELCONNEN,5641.52392578125,606.888989521363
4621,7095,TA2011-728,11,NI2011-728,2011/11/30 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,WATS,125,WATSON,CANB,1,CANBERRA CENTRAL,11366.466796875,610.217748174323
4622,7096,TA2011-35,11,NI2011-731,2011/11/30 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,WEST,441,WESTON,WEST,4,WESTON CREEK,57917.7717285156,1074.39871479021
4623,7099,TA2011-35,11,NI2011-731,2011/11/30 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,WEST,441,WESTON,WEST,4,WESTON CREEK,344.496337890625,105.987077572944
4630,7653,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,76471.2661132813,1681.37806394322
4631,7654,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,373625.514160156,2435.0385056019
4632,7657,TA2009-31,09,NI2009-418,2009/09/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,GRIF,220,GRIFFITH,CANB,1,CANBERRA CENTRAL,24800.9753417969,1146.99178631197
4633,7658,TA2013-06,13,NI2013-147,2013/04/03 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,32330.4584960938,893.990860553046
4634,7659,TA2013-06,13,NI2013-147,2013/04/03 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,2458.11059570313,346.726433807335
4635,7660,TA2013-06,13,NI2013-147,2013/04/03 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,2037.02368164063,181.685522411589
4636,7618,TA2012-35,12,NI2012-611,2012/12/04 00:00:00+00,,RZ4,MEDIUM DENSITY RESIDENTIAL,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,80949.6389160156,1509.0361618621
4637,7619,TA2012-35,12,NI2012-611,2012/12/04 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,38043.0783691406,3220.84649298639
4638,7100,TA2011-35,11,NI2011-731,2011/11/30 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,WEST,441,WESTON,WEST,4,WESTON CREEK,2283.81323242188,669.255674710598
4639,7106,TA2011-34,11,NI2011-786,2011/12/15 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,3952.2685546875,541.243745882869
4640,7110,TA2011-34,11,NI2011-786,2011/12/15 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,608.6982421875,140.190901695952
4641,7111,TA2011-34,11,NI2011-786,2011/12/15 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,534.22412109375,313.42804470447
4642,7136,300,11,CN2011-13,2011/12/15 00:00:00+00,,CZ1,CORE ZONE,GAZETTED,,GUNG,710,GUNGAHLIN,GUNG,7,GUNGAHLIN,11060.9733886719,632.715757303642
4646,7661,TA2013-06,13,NI2013-147,2013/04/03 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,7739.66040039063,449.164685599932
4647,7911,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,3798.49145507813,337.055097160047
4648,7913,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,30425.1950683594,1352.92037370346
4649,7914,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,4634.09985351563,357.893374451751
4650,7872,318,14,CN2014-12,2014/10/02 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,36500.6274414063,1564.70851834469
4651,7873,318,14,CN2014-12,2014/10/02 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,42244.6818847656,1773.72206495941
4652,7876,TA2014-19,14,NI2014-474,2014/10/07 00:00:00+00,,CZ5,MIXED USE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,3445.52856445313,252.981492531989
4653,7878,TA2014-19,14,NI2014-474,2014/10/07 00:00:00+00,,CZ1,CORE ZONE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,15362.7026367188,526.987275541419
4654,7879,TA2014-19,14,NI2014-474,2014/10/07 00:00:00+00,,CZ1,CORE ZONE,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,3283.66918945313,264.885239068377
4655,7880,TA2014-19,,NI2014-474,,,TSZ1,TRANSPORT,PROPOSED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,10061.5610351563,737.236459412725
4656,8002,322,15,CN2015-07,2015/05/21 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DOWN,124,DOWNER,CANB,1,CANBERRA CENTRAL,874.319091796875,121.879225652999
4657,8015,TA2015-11,15,NI2015-441,2015/07/29 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,MONC,704,MONCRIEFF,GUNG,7,GUNGAHLIN,28323.8830566406,2256.48125397076
4658,8016,TA2015-11,15,NI2015-441,2015/07/29 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,MONC,704,MONCRIEFF,GUNG,7,GUNGAHLIN,10964.6184082031,605.804601903233
4659,7885,TA2014-19,14,NI2014-474,2014/10/07 00:00:00+00,,TSZ2,SERVICES,GAZETTED,,CASE,705,CASEY,GUNG,7,GUNGAHLIN,99.991455078125,39.9983150423245
4660,7893,TA2014-21,14,NI2014-570,2014/11/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,987.15625,559.996483111481
4661,7894,TA2014-21,14,NI2014-570,2014/11/04 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,60841.5402832031,2258.87600290494
4662,7904,319,14,CN2014-14,2014/11/06 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,,,,GUNG,7,GUNGAHLIN,181066.261474609,1782.01542563597
4663,8017,TA2015-11,15,NI2015-441,2015/07/29 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONC,704,MONCRIEFF,GUNG,7,GUNGAHLIN,127834.638183594,1409.9038764025
4664,7908,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,3751297.40332031,16715.4601646224
4665,7909,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,227373.010009766,2922.06488604784
4666,7912,TP2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,JACK,718,JACKA,GUNG,7,GUNGAHLIN,8227.08374023438,499.045319178462
4667,8004,TA2014-22,15,NI2015-334,2015/06/25 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WEST,441,WESTON,WEST,4,WESTON CREEK,1550.84716796875,158.962959466226
4668,8009,TA2014-22,15,NI2015-334,2015/06/25 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,WEST,441,WESTON,WEST,4,WESTON CREEK,32669.4799804688,988.658033258284
4669,8034,331,15,CN2015-15,2015/08/20 00:00:00+00,,RZ5,HIGH DENSITY RESIDENTIAL,GAZETTED,,LYON,329,LYONS,WODE,3,WODEN VALLEY,23288.6188964844,632.306348553522
4670,8035,331,15,CN2015-15,2015/08/20 00:00:00+00,,RZ4,MEDIUM DENSITY RESIDENTIAL,GAZETTED,,LYON,329,LYONS,WODE,3,WODEN VALLEY,13431.68359375,456.86884000012
4671,8036,327,15,CN2015-14,2015/08/20 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,GUNG,710,GUNGAHLIN,GUNG,7,GUNGAHLIN,4079.51904296875,837.729116690259
4672,8037,327,15,CN2015-14,2015/08/20 00:00:00+00,,CZ2,BUSINESS ZONE,GAZETTED,,GUNG,710,GUNGAHLIN,GUNG,7,GUNGAHLIN,24039.9206542969,620.136988973181
4673,8033,337,15,CN2015-16,2015/08/21 00:00:00+00,,RZ4,MEDIUM DENSITY RESIDENTIAL,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,58580.6704101563,1297.71498266152
4674,8038,327,15,CN2015-14,2015/08/20 00:00:00+00,,CZ2,BUSINESS ZONE,GAZETTED,,GUNG,710,GUNGAHLIN,GUNG,7,GUNGAHLIN,32953.1357421875,739.316500694177
4675,8040,327,15,CN2015-14,2015/08/20 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,GUNG,710,GUNGAHLIN,GUNG,7,GUNGAHLIN,4527.73461914063,361.981958365885
4676,8048,327,15,CN2015-14,2015/08/20 00:00:00+00,,NUZ1,BROADACRE,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,245522.815185547,2328.33011781252
4677,8043,327,15,CN2015-14,2015/08/20 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,1062.02709960938,569.890565754178
4678,8044,327,15,CN2015-14,2015/08/20 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,8145.73486328125,2085.84771413905
4679,8045,327,15,CN2015-14,2015/08/20 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,MITC,701,MITCHELL,GUNG,7,GUNGAHLIN,212.26220703125,251.165595732003
4680,8046,327,15,CN2015-14,2015/08/20 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,2257.0205078125,908.071799027586
4681,8047,327,15,CN2015-14,2015/08/20 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,857.10302734375,334.699952908226
4682,8051,327,15,CN2015-14,2015/08/20 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,514544.354980469,4204.59837694583
4685,8054,327,15,CN2015-14,2015/08/20 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,202713.177490234,2946.7908327354
4686,8057,TA2015-13,15,NI2015-493,2015/09/03 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONC,704,MONCRIEFF,GUNG,7,GUNGAHLIN,24059.8627929688,740.678927739251
4687,8058,TA2015-13,15,NI2015-493,2015/09/03 00:00:00+00,,RZ4,MEDIUM DENSITY RESIDENTIAL,GAZETTED,,MONC,704,MONCRIEFF,GUNG,7,GUNGAHLIN,1985.02490234375,190.287068930467
